Sequence ID,gb,knn,log,nb,rf,svm,tree
NP_418316.4 sulfoquinovose isomerase,1,0,0,1,0,1,0
NP_418317.1 6-deoxy-6-sulfofructose-1-phosphate aldolase,1,0,1,0,0,1,1
NP_418318.1 3-sulfolactaldehyde reductase,1,0,1,1,1,1,0
NP_418319.2 6-deoxy-6-sulfofructose kinase,1,1,1,1,1,1,1
NP_418320.2 putative DNA-binding transcriptional regulator YihW,1,0,0,0,0,1,0
NP_418321.4 alpha-D-glucose-1-phosphate phosphatase,0,0,0,0,0,0,0
NP_418322.1 putative inner membrane protein,1,1,1,1,1,1,1
NP_418323.1 D-aminoacyl-tRNA deacylase,1,1,1,0,0,1,0
NP_418324.1 putative acetyltransferase YiiD,1,0,1,0,1,0,0
NP_418325.4 putative DNA-binding transcriptional regulator YiiE,0,0,1,0,0,0,0
NP_418326.2 protein YiiF,0,0,0,0,0,0,0
NP_418327.1 formate dehydrogenase formation protein,0,0,0,0,0,0,0
NP_418328.1 formate dehydrogenase O subunit gamma,1,1,1,1,1,1,1
NP_418329.1 formate dehydrogenase O subunit beta,1,0,1,0,1,0,0
NP_418330.1 formate dehydrogenase O subunit alpha,1,1,1,1,1,1,1
NP_418331.1 sulfurtransferase for molybdenum cofactor sulfuration,0,1,0,0,0,0,0
NP_418332.1 DUF3829 domain-containing lipoprotein YiiG,1,0,1,0,1,1,1
NP_418333.1 putative transcriptional regulator FrvR,0,0,0,1,0,0,0
NP_418334.1 peptidase M42 family protein,0,0,0,0,0,0,0
NP_418335.4 putative PTS enzyme IIBC component FrvB,1,1,1,1,1,1,1
NP_418336.1 putative PTS enzyme IIA component FrvA,0,0,0,0,1,0,1
NP_418337.1 L-rhamnose mutarotase,0,0,0,0,0,0,0
NP_418338.1 rhamnulose-1-phosphate aldolase,1,0,1,1,1,1,0
NP_418340.1 rhamnulokinase,0,0,0,1,0,0,0
NP_418341.1 DNA-binding transcriptional activator RhaS,0,0,0,0,0,0,0
NP_418342.2 DNA-binding transcriptional activator RhaR,1,0,1,0,0,1,0
NP_418343.1 rhamnose/lyxose:H(+) symporter,1,1,1,1,1,1,1
NP_418344.3 superoxide dismutase (Mn),0,0,0,0,0,0,0
NP_418345.2 2-dehydro-3-deoxy-D-gluconate:H(+) symporter,1,1,1,1,1,1,1
NP_418346.2 2-amino-6-N-hydroxylaminopurine resistance protein,0,0,0,0,0,0,0
NP_418347.1 sensory histidine kinase CpxA,1,1,1,1,1,1,1
NP_418348.1 DNA-binding transcriptional dual regulator CpxR,1,0,1,0,0,0,0
NP_418350.1 Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter,1,1,1,1,1,1,1
NP_418351.1 6-phosphofructokinase I,1,0,1,0,0,1,0
NP_418352.1 sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp,1,1,1,1,1,1,1
NP_418353.1 CDP-diacylglycerol diphosphatase,1,0,1,1,0,1,0
NP_418354.1 triose-phosphate isomerase,1,0,1,0,0,1,0
NP_418355.1 DUF1454 domain-containing protein YiiQ,1,0,1,1,1,1,1
NP_418356.1 DUF805 domain-containing protein YiiR,1,1,1,1,1,1,1
NP_418357.1 DUF406 domain-containing protein YiiS,0,0,0,0,0,0,0
NP_418358.1 universal stress protein D,0,0,0,0,0,0,0
NP_418359.1 flavodoxin/ferredoxin-NADP(+) reductase,1,1,1,0,1,1,0
NP_418360.1 fructose-1-bisphosphatase 2,0,0,0,0,0,0,0
NP_418361.1 glycerol kinase,1,0,1,1,0,1,0
NP_418362.1 glycerol facilitator,1,1,1,1,1,1,1
NP_418363.1 cell division factor ZapB,0,1,1,0,0,0,0
NP_418364.1 ribonuclease E inhibitor protein A,1,0,1,0,0,1,0
NP_418365.1 1-dihydroxy-2-naphthoate octaprenyltransferase,1,1,1,1,1,1,1
NP_418366.1 ATPase component of the HslVU protease,1,0,0,0,0,0,0
NP_418367.1 peptidase component of the HslVU protease,1,1,1,0,0,1,0
NP_418368.1 cell division protein FtsN,1,0,1,0,1,0,0
NP_418369.1 DNA-binding transcriptional repressor CytR,1,0,1,0,0,0,0
NP_418370.1 primosome factor N',1,0,0,1,1,0,1
NP_418371.1 50S ribosomal subunit protein L31,0,0,1,0,0,0,0
NP_418372.1 putative lipid binding hydrolase,1,0,0,0,1,0,1
NP_418373.1 DNA-binding transcriptional repressor MetJ,0,0,0,0,0,0,0
NP_418374.1 O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase,0,0,0,1,0,0,0
NP_418375.1 fused aspartate kinase/homoserine dehydrogenase 2,0,1,1,1,1,1,0
NP_418376.1 510-methylenetetrahydrofolate reductase,0,0,0,0,0,0,0
NP_418377.1 hydroperoxidase I,1,0,0,1,0,0,0
NP_418378.4 cystine exporter,1,1,1,1,1,1,1
NP_418379.1 conserved protein YijF,1,0,0,0,1,0,0
NP_418380.4 L-1-propanediol dehydrogenase/glycerol dehydrogenase,1,0,1,1,1,1,0
NP_418381.1 fructose-6-phosphate aldolase 2,1,1,1,1,1,1,0
NP_418384.1 putative PTS enzyme IIC component FrwC,1,1,1,1,1,1,1
NP_418385.1 putative PTS enzyme IIB component FrwB,1,1,1,0,1,1,1
NP_418386.1 putative formate acetyltransferase 2,1,0,1,1,1,1,1
NP_418387.3 putative pyruvate formate-lyase 2 activating enzyme PflC,1,1,1,0,0,1,0
NP_418388.1 putative PTS enzyme IIB component FrwD,1,1,0,0,1,0,1
NP_418389.1 putative DNA-binding transcriptional regulator YijO,1,1,1,1,1,1,1
NP_418390.1 phosphoethanolamine transferase EptC,1,1,1,1,1,1,1
NP_418391.1 phosphoenolpyruvate carboxylase,1,0,1,1,0,1,0
NP_418392.1 acetylornithine deacetylase,1,0,0,0,0,0,0
NP_418393.1 N-acetylglutamylphosphate reductase,0,0,0,1,0,0,0
NP_418394.3 acetylglutamate kinase,1,0,1,1,0,1,0
NP_418395.1 argininosuccinate lyase,0,0,1,0,0,0,0
NP_418396.1 DNA-binding transcriptional dual regulator OxyR,1,0,0,0,0,0,0
NP_418397.2 soluble pyridine nucleotide transhydrogenase,1,0,1,1,0,0,0
NP_418398.3 DNA-binding transcriptional repressor FabR,0,0,0,0,0,0,0
NP_418399.1 conserved inner membrane protein YijD,1,1,1,1,1,1,1
NP_418400.1 tRNA m(5)U54 methyltransferase,0,0,0,0,0,0,0
NP_418401.1 cobalamin/cobinamide outer membrane transporter,1,1,1,1,1,1,1
NP_418402.2 glutamate racemase,1,1,1,1,0,1,0
NP_418403.1 UDP-N-acetylenolpyruvoylglucosamine reductase,1,0,1,0,1,1,0
NP_418404.1 DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA,1,1,1,1,1,1,1
NP_418405.1 pantothenate kinase,1,0,1,0,0,1,0
NP_418407.1 translation elongation factor Tu 2,1,0,1,0,0,0,0
NP_418408.1 Sec translocon subunit SecE,1,1,1,1,1,1,1
NP_418409.1 transcription termination factor NusG,1,1,1,0,0,0,0
NP_418410.1 50S ribosomal subunit protein L11,0,0,0,0,0,0,0
NP_418411.1 50S ribosomal subunit protein L1,1,0,1,0,0,1,0
NP_418412.1 50S ribosomal subunit protein L10,1,0,1,0,0,1,0
NP_418413.1 50S ribosomal subunit protein L12,1,0,1,0,0,1,0
NP_418414.1 RNA polymerase subunit beta,1,0,1,1,0,0,0
NP_418415.1 RNA polymerase subunit beta',1,0,1,1,0,0,0
NP_418416.1 conserved protein YjaZ,0,0,0,0,0,0,0
NP_418417.1 2-iminoacetate synthase,0,0,0,0,0,0,0
NP_418418.2 1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase,1,0,1,1,1,1,1
NP_418420.4 ThiS adenylyltransferase,1,0,1,0,0,0,0
NP_418421.1 thiamine phosphate synthase,0,0,0,0,0,0,0
NP_418422.1 phosphomethylpyrimidine synthase,0,0,0,1,0,0,0
NP_418423.1 regulator of sigma D,1,1,1,0,0,1,0
NP_418425.1 uroporphyrinogen decarboxylase,1,0,1,0,0,1,0
NP_418426.2 endonuclease V,1,0,1,1,0,1,0
NP_418427.1 conserved protein YjaG,1,1,1,0,0,1,0
NP_418428.1 DNA-binding protein HU-alpha,1,0,0,0,0,0,0
NP_418429.1 DUF1481 domain-containing protein YjaH,1,0,0,0,1,0,0
NP_418430.2 zinc responsive periplasmic protein with chaperone activity,1,1,1,0,1,1,1
NP_418431.1 sensory histidine kinase ZraS,1,0,1,1,1,0,1
NP_418432.1 DNA-binding transcriptional activator ZraR,0,1,0,0,0,0,0
NP_418433.1 phosphoribosylamine--glycine ligase,1,0,1,0,0,0,0
NP_418434.1 bifunctional AICAR transformylase/IMP cyclohydrolase,0,0,0,0,0,0,0
NP_418435.1 stress response protein,1,1,0,0,1,1,1
NP_418436.1 putative N-acetyltransferase YjaB,1,1,1,0,0,1,0
NP_418437.1 homoserine O-succinyltransferase,1,0,1,0,0,1,0
NP_418438.1 malate synthase A,1,0,1,1,1,1,1
NP_418439.1 isocitrate lyase,1,1,1,1,1,1,0
NP_418440.1 isocitrate dehydrogenase kinase/phosphatase,1,0,0,1,0,0,0
NP_418441.1 regulator of acetyl CoA synthetase,1,0,1,1,1,1,1
NP_418442.2 DNA-binding transcriptional repressor IclR,0,0,0,0,0,0,0
NP_418443.1 cobalamin-dependent methionine synthase,1,0,1,1,0,0,0
NP_418444.1 putative inorganic phosphate export protein,1,1,1,1,1,1,1
NP_418445.1 peptidase E,1,0,1,1,0,1,0
NP_418446.1 23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase,0,0,0,0,0,0,0
NP_418447.1 conserved protein YjbD,0,0,1,0,0,0,0
NP_418448.1 aspartate kinase III,1,0,1,1,1,1,1
NP_418449.1 glucose-6-phosphate isomerase,1,0,1,1,1,1,0
NP_418450.1 uncharacterized protein YjbE,1,1,1,1,1,1,1
NP_418451.4 lipoprotein YjbF,1,0,1,1,1,0,1
NP_418452.1 capsule biosynthesis GfcC family protein YjbG,1,1,1,1,1,1,1
NP_418453.1 YjbH family protein,1,1,1,1,1,1,1
NP_418454.1 putative phosphate starvation-inducible protein,1,1,1,1,1,1,1
NP_418455.1 D-xylose:H(+) symporter,1,1,1,1,1,1,1
NP_418456.1 maltose ABC transporter membrane subunit MalG,1,1,1,1,1,1,1
NP_418457.1 maltose ABC transporter membrane subunit MalF,1,1,1,1,1,1,1
NP_418458.1 maltose ABC transporter periplasmic binding protein,1,1,1,1,1,1,1
NP_418459.1 maltose ABC transporter ATP binding subunit,1,1,0,0,1,0,1
NP_418460.1 maltose outer membrane channel/phage lambda receptor protein,1,1,1,1,1,1,1
NP_418461.1 maltose regulon periplasmic protein,1,1,1,1,1,1,1
NP_418463.4 chorismate lyase,0,0,0,0,0,0,0
NP_418464.1 4-hydroxybenzoate octaprenyltransferase,1,0,1,1,1,1,0
NP_418465.4 glycerol-3-phosphate 1-O-acyltransferase,1,0,1,1,0,1,0
NP_418466.1 diacylglycerol kinase,1,1,1,1,1,1,1
NP_418467.1 DNA-binding transcriptional repressor LexA,1,0,1,0,0,0,0
NP_418468.3 DNA damage-inducible protein F,1,1,1,1,1,1,1
NP_418469.1 putative stress response protein,1,1,1,0,0,0,0
NP_418470.4 DNA-binding transcriptional repressor Zur,1,1,0,0,0,0,0
NP_418471.1 uncharacterized protein YjbL,1,0,0,0,0,1,0
NP_418472.1 uncharacterized protein YjbM,1,1,1,0,0,1,0
NP_418473.3 tRNA-dihydrouridine synthase A,1,0,1,0,0,0,0
NP_418474.4 phage shock protein G,1,1,1,1,1,1,1
NP_418475.1 putative quinone oxidoreductase 1,1,1,1,1,1,1,1
NP_418476.1 replicative DNA helicase,1,0,1,0,1,0,0
NP_418477.1 alanine racemase 1,1,1,1,0,0,1,0
NP_418478.1 tyrosine aminotransferase,1,0,1,1,1,1,1
NP_418479.1 acid phosphatase/phosphotransferase,1,0,1,1,1,1,1
NP_418480.1 UPF0047 protein YjbQ,1,1,0,0,0,1,0
NP_418481.1 PF04237 family protein YjbR,1,1,1,0,0,1,0
NP_418482.1 excision nuclease subunit A,1,0,1,1,0,0,0
NP_418483.1 ssDNA-binding protein,1,1,1,1,1,1,1
NP_418484.4 uncharacterized protein YjcB,1,1,1,1,1,1,1
NP_418485.1 c-di-GMP phosphodiesterase PdeC,1,0,1,1,1,0,1
NP_418486.1 DNA-binding transcriptional dual regulator SoxS,0,1,1,0,0,1,0
NP_418487.1 DNA-binding transcriptional dual regulator SoxR,1,0,1,0,0,0,0
NP_418488.1 guanine/hypoxanthine transporter GhxP,1,1,1,1,1,1,1
NP_418489.1 putative transporter YjcE,1,1,1,1,1,1,1
NP_418490.1 pentapeptide repeat-containing protein YjcF,0,0,0,1,0,0,0
NP_418491.1 acetate/glycolate:cation symporter,1,1,1,1,1,1,1
NP_418492.1 conserved inner membrane protein YjcH,1,1,1,1,1,0,1
NP_418493.1 acetyl-CoA synthetase (AMP-forming),1,0,1,1,1,1,1
NP_418494.1 cytochrome c552 nitrite reductase,1,0,0,0,0,0,0
NP_418495.2 periplasmic nitrite reductase penta-heme c-type cytochrome,1,0,1,0,1,0,1
NP_418496.1 putative menaquinol-cytochrome c reductase 4Fe-4S subunit,1,1,1,0,1,1,1
NP_418497.1 putative menaquinol-cytochrome c reductase subunit NrfD,1,1,1,1,1,1,1
NP_418498.1 putative cytochrome c-type biogenesis protein NrfE,1,1,1,1,1,1,1
NP_418499.1 putative formate-dependent nitrite reductase complex subunit NrfF,1,1,1,1,1,1,1
NP_418500.1 putative formate-dependent nitrite reductase complex subunit NrfG,1,1,1,1,1,1,1
NP_418501.1 glutamate/aspartate : H(+) symporter GltP,1,1,1,1,1,1,1
NP_418502.1 Sel1 repeat-containing protein YjcO,1,0,1,0,0,1,1
NP_418503.1 formate dehydrogenase H,1,1,1,1,1,1,1
NP_418504.1 putative multidrug efflux pump outer membrane channel,1,1,1,1,1,1,1
NP_418505.2 putative multidrug efflux pump subunit MdtO,1,1,1,1,1,1,1
NP_418506.1 putative multidrug efflux pump membrane fusion protein,1,0,1,0,1,0,1
NP_418507.2 alkyl sulfatase,1,0,1,1,1,1,1
NP_418508.1 D-allose kinase,1,1,1,1,1,1,0
NP_418509.1 D-allulose-6-phosphate 3-epimerase,1,0,0,0,0,0,0
NP_418510.1 D-allose ABC transporter membrane subunit,1,1,1,1,1,1,1
NP_418511.1 D-allose ABC transporter ATP binding subunit,1,1,1,1,1,1,1
NP_418512.1 D-allose ABC transporter periplasmic binding protein,1,1,1,1,1,1,1
NP_418513.4 DNA-binding transcriptional repressor AlsR,0,0,0,0,0,0,0
NP_418514.1 allose-6-phosphate isomerase/ribose-5-phosphate isomerase B,1,0,1,0,0,1,0
NP_418516.1 5-phospho-alpha-D-ribosyl 1-cyclic phosphate phosphodiesterase,1,1,1,1,1,1,1
NP_418517.1 aminoalkylphosphonate N-acetyltransferase,0,0,0,0,0,0,0
NP_418518.1 ribose 1-bisphosphate phosphokinase,1,0,0,0,0,1,0
NP_418519.1 RPnTP hydrolase,0,0,0,0,0,0,0
NP_418520.1 methylphosphonate degradation complex subunit PhnL,1,0,1,0,1,1,1
NP_418522.1 carbon-phosphorus lyase core complex subunit PhnJ,1,1,1,0,1,1,0
NP_418523.1 carbon-phosphorus lyase core complex subunit PhnI,1,0,1,0,0,0,0
NP_418524.1 carbon-phosphorus lyase core complex subunit PhnH,1,1,0,1,1,1,1
NP_418525.1 carbon-phosphorus lyase core complex subunit PhnG,0,0,0,0,0,0,0
NP_418526.1 putative transcriptional regulator PhnF,0,0,0,0,0,0,0
NP_418529.1 phosphonate ABC transporter periplasmic binding protein,1,1,1,1,1,1,1
NP_418530.1 phosphonate ABC transporter ATP binding subunit,1,1,1,0,1,1,1
NP_418531.1 conserved protein YjdN,0,0,0,0,1,0,0
NP_418532.1 conserved protein YjdM,1,0,1,0,0,0,0
NP_418533.1 clamp-binding sister replication fork colocalization protein,1,0,1,1,0,1,0
NP_418534.4 uncharacterized protein YjcZ,0,0,0,1,0,0,0
NP_418535.1 osmolyte:H(+) symporter ProP,1,1,1,1,1,1,1
NP_418536.1 sensory histidine kinase BasS,1,0,1,0,1,0,1
NP_418537.1 DNA-binding transcriptional dual regulator BasR,0,0,0,0,0,0,0
NP_418538.2 phosphoethanolamine transferase EptA,1,0,1,1,1,1,1
NP_418539.1 arginine:agmatine antiporter,1,1,1,1,1,1,1
NP_418540.1 DNA-binding transcriptional activator AdiY,1,1,0,1,1,1,1
NP_418541.2 arginine decarboxylase degradative,1,0,1,1,1,1,1
NP_418542.1 DNA-binding transcriptional dual regulator MelR,1,1,0,1,1,1,1
NP_418543.1 alpha-galactosidase,0,0,0,1,0,0,0
NP_418544.2 melibiose:H(+)/Na(+)/Li(+) symporter,1,1,1,1,1,1,1
NP_418545.1 conserved inner membrane protein YjdF,1,1,1,1,1,1,1
NP_418546.1 fumarase B,1,1,1,1,1,0,0
NP_418547.1 anaerobic C4-dicarboxylate transporter DcuB,1,1,1,1,1,1,1
NP_418548.1 DNA-binding transcriptional activator DcuR,1,1,1,0,1,1,0
NP_418549.1 sensory histidine kinase DcuS,1,1,1,1,1,1,1
NP_418550.1 PF06902 family protein YjdI,1,0,1,0,0,1,0
NP_418551.1 putative N-acetyltransferase YjdJ,0,0,1,0,0,0,0
NP_418552.1 antitoxin of the GhoTS toxin-antitoxin system,1,0,1,0,1,1,1
NP_418553.1 lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase,1,0,1,0,0,1,0
NP_418554.1 dipeptide/tripeptide:H(+) symporter DtpC,1,1,1,1,1,1,1
NP_418555.1 lysine decarboxylase 1,1,1,0,1,1,0,1
NP_418556.1 lysine:cadaverine antiporter,1,1,1,1,1,1,1
NP_418557.1 DNA-binding transcriptional activator CadC,1,0,1,1,1,1,1
NP_418558.2 putative DNA-binding transcriptional regulator YjdC,1,1,1,0,0,1,0
NP_418559.1 protein disulfide oxidoreductase - DsbDreduced,1,1,1,1,1,1,1
NP_418560.1 copper binding protein CutA,1,1,1,1,0,1,0
NP_418561.1 C4-dicarboxylate transporter DcuA,1,1,1,1,1,1,1
NP_418562.4 aspartate ammonia-lyase,1,0,1,1,1,1,0
NP_418564.2 protein FxsA,1,1,1,1,1,1,1
NP_418565.1 L-methionine/branched chain amino acid exporter,1,1,1,1,1,1,1
NP_418566.1 cochaperonin GroES,1,1,1,0,0,1,0
NP_418567.1 chaperonin GroEL,1,0,1,0,0,1,0
NP_418568.2 DUF4156 domain-containing lipoprotein YjeI,1,0,1,1,1,1,1
NP_418569.1 protein YjeJ,0,0,0,0,0,0,0
NP_418570.1 lysine 2-aminomutase,0,1,0,0,0,0,0
NP_418571.1 protein chain elongation factor EF-P,0,0,0,0,0,0,0
NP_418572.4 guanidinium exporter,1,1,1,1,1,1,1
NP_418573.1 outer membrane lipoprotein Blc,1,1,1,1,1,1,1
NP_418574.1 beta-lactamase,1,1,1,1,1,1,1
NP_418575.1 fumarate reductase membrane protein FrdD,1,1,1,1,1,1,1
NP_418576.1 fumarate reductase membrane protein FrdC,1,1,1,1,1,1,1
NP_418577.1 fumarate reductase iron-sulfur protein,1,0,1,0,0,1,0
NP_418578.1 fumarate reductase flavoprotein subunit,1,1,1,1,1,0,1
NP_418579.2 EF-P-lysine lysyltransferase,1,0,1,0,0,1,0
NP_418580.2 putative transporter YjeM,1,1,1,1,1,1,1
NP_418581.1 protein YjeN,1,0,1,0,0,1,0
NP_418582.1 conserved inner membrane protein YjeO,1,1,1,1,1,1,1
NP_418583.1 miniconductance mechanosensitive channel MscM,1,1,1,1,1,1,1
NP_418584.1 phosphatidylserine decarboxylase proenzyme,0,0,0,1,0,0,0
NP_418585.4 ribosome small subunit-dependent GTPase A,1,0,1,0,0,0,0
NP_418586.4 oligoribonuclease,0,0,0,0,0,0,0
NP_418587.1 epoxyqueuosine reductase,0,0,0,0,0,0,0
NP_418588.1 NAD(P)HX epimerase/NAD(P)HX dehydratase,0,0,0,1,0,0,0
NP_418589.1 N(6)-L-threonylcarbamoyladenine synthase TsaE subunit,1,0,1,0,0,1,0
NP_418590.1 N-acetylmuramoyl-L-alanine amidase B,1,0,1,1,1,1,1
NP_418591.1 DNA mismatch repair protein MutL,1,0,1,1,0,0,0
NP_418592.1 tRNA dimethylallyltransferase,1,0,1,0,0,1,0
NP_418593.1 RNA-binding protein Hfq,1,1,1,0,0,1,0
NP_418594.1 ribosome rescue factor HflX,1,0,1,0,0,0,0
NP_418595.1 regulator of FtsH protease,1,0,1,0,1,1,1
NP_418596.1 regulator of FtsH protease,1,0,1,0,1,1,0
NP_418597.1 DUF2065 domain-containing protein YjeT,1,1,1,1,1,1,1
NP_418598.1 adenylosuccinate synthetase,0,0,1,0,0,0,0
NP_418599.1 DNA-binding transcriptional repressor NsrR,1,1,1,1,0,1,0
NP_418600.4 RNase R,0,0,1,1,0,0,0
NP_418601.1 23S rRNA 2'-O-ribose G2251 methyltransferase,0,0,0,0,0,0,0
NP_418602.1 conserved protein YjfI,1,1,1,1,1,1,1
NP_418603.1 putative transcriptional regulator effector protein,0,0,0,0,0,0,0
NP_418604.1 conserved protein YjfK,0,0,0,0,0,0,0
NP_418605.1 conserved inner membrane protein YjfL,1,1,1,1,1,1,1
NP_418606.1 DUF1190 domain-containing protein YjfM,1,0,0,0,1,0,0
NP_418607.1 putative acid--amine ligase YjfC,0,0,0,0,0,0,0
NP_418608.6 putative acyl-CoA dehydrogenase AidB,1,0,1,1,1,1,1
NP_418609.4 protease activator,1,1,1,1,1,1,1
NP_418610.4 DUF1471 domain-containing putative lipoprotein BsmA,1,1,1,0,1,1,1
NP_418611.1 carboxylesterase,1,0,1,1,1,1,1
NP_418612.1 DNA-binding transcriptional repressor UlaR,1,1,1,0,1,1,0
NP_418613.2 L-ascorbate-6-phosphate lactonase,1,0,0,0,0,0,0
NP_418614.4 L-ascorbate specific PTS enzyme IIC component,1,1,1,1,1,1,1
NP_418615.1 L-ascorbate specific PTS enzyme IIB component,0,1,0,0,1,0,1
NP_418616.1 L-ascorbate specific PTS enzyme IIA component,1,0,1,0,1,0,1
NP_418617.1 3-keto-L-gulonate-6-phosphate decarboxylase UlaD,1,0,1,0,0,1,0
NP_418618.1 L-ribulose-5-phosphate 3-epimerase UlaE,1,1,1,0,0,1,0
NP_418619.1 L-ribulose-5-phosphate 4-epimerase UlaF,0,0,0,0,0,0,0
NP_418620.1 DUF1471 domain-containing protein YjfY,1,1,1,1,1,1,1
NP_418621.5 30S ribosomal subunit protein S6,0,0,0,0,0,0,0
NP_418622.1 primosomal replication protein N,0,0,0,0,0,0,0
NP_418623.1 30S ribosomal subunit protein S18,0,0,0,0,0,0,0
NP_418624.1 50S ribosomal subunit protein L9,1,0,1,0,0,1,0
NP_418625.1 protein YjfZ,1,0,0,1,1,0,0
NP_418627.4 cell division protein YtfB,1,1,1,0,1,1,1
NP_418628.4 FKBP-type peptidyl-prolyl cis-trans isomerase FklB,1,1,1,0,0,1,0
NP_418629.1 serine/alanine/glycine/cycloserine:H(+)symporter,1,1,1,1,1,1,1
NP_418630.1 iron-sulfur cluster repair protein YtfE,1,0,0,0,0,0,0
NP_418631.2 inner membrane protein YtfF,1,1,1,1,1,1,1
NP_418632.1 NAD(P)H:quinone oxidoreductase,1,0,1,1,1,1,1
NP_418633.4 putative transcriptional regulator YtfH,1,1,1,0,0,1,1
NP_418634.1 2'3' cyclic nucleotide phosphodiesterase/3' nucleotidase,1,0,1,1,1,1,1
NP_418635.1 3'(2')'-bisphosphate nucleotidase,1,0,1,0,0,1,0
NP_418637.1 protein YtfJ,1,1,1,0,1,1,1
NP_418638.2 DUF1107 domain-containing protein YtfK,0,0,0,0,0,0,0
NP_418639.1 putative inner membrane protein,1,1,1,1,1,0,1
NP_418640.1 methionine sulfoxide reductase A,1,0,1,1,0,1,0
NP_418641.1 translocation and assembly module subunit TamA,1,1,1,1,1,1,1
NP_418642.1 translocation and assembly module subunit TamB,1,1,1,1,1,1,1
NP_418643.1 gamma-glutamylamine cyclotransferase family protein YtfP,0,1,0,0,0,0,0
NP_418645.2 ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system,1,1,1,0,1,1,1
NP_418646.1 endoribonuclease toxin ChpB,1,1,1,0,1,1,1
NP_418647.1 inorganic pyrophosphatase,1,1,1,0,0,0,0
NP_418648.1 galactofuranose ABC transporter periplasmic binding protein,1,1,1,0,1,1,1
NP_418651.3 galactofuranose ABC transporter putative membrane subunit YtfT,1,1,1,1,1,1,1
NP_418652.2 galactofuranose ABC transporter putative membrane subunit YjtF,1,1,1,1,1,1,1
NP_418653.1 fructose-1-bisphosphatase 1,1,0,0,0,0,0,0
NP_418654.1 UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2-diaminoheptanedioate ligase,1,0,0,1,1,0,0
NP_418655.1 DUF615 domain-containing protein YjgA,1,0,1,0,0,0,0
NP_418656.1 metalloprotease PmbA,1,0,1,1,1,1,1
NP_418658.1 anaerobic ribonucleoside-triphosphate reductase activating protein,0,0,0,0,0,0,0
NP_418659.1 anaerobic ribonucleoside-triphosphate reductase,1,0,1,1,1,0,0
NP_418660.1 trehalose-6-phosphate hydrolase,0,0,0,1,0,0,0
NP_418661.1 trehalose-specific PTS enzyme IIBC component,1,1,1,1,1,1,1
NP_418662.1 DNA-binding transcriptional repressor TreR,1,1,1,1,1,1,0
NP_418663.1 Mg(2(+)) importing P-type ATPase,1,1,1,1,1,1,1
NP_418664.2 enamine/imine deaminase redox regulated chaperone,0,0,0,0,0,0,0
NP_418665.1 aspartate carbamoyltransferase PyrI subunit,0,0,0,0,0,0,0
NP_418666.1 aspartate carbamoyltransferase catalytic subunit,1,1,1,0,0,1,0
NP_418667.1 pyrBI operon leader peptide,1,0,1,0,0,1,0
NP_418669.1 RutC family protein YjgH,0,0,0,0,0,0,0
NP_418670.1 c-di-GMP-binding biofilm dispersal mediator protein,0,0,0,0,0,0,0
NP_418672.4 putative transcriptional regulator BdcR,0,0,0,0,0,0,0
NP_418673.4 DUF386 domain-containing toxin-antitoxin biofilm protein TabA,0,0,0,0,0,0,0
NP_418674.2 protein YjgL,1,0,0,1,1,0,0
NP_418675.1 ornithine carbamoyltransferase ArgI,1,0,1,0,0,1,0
NP_418676.1 ribonuclease E inhibitor protein B,1,0,1,0,0,0,0
NP_418679.1 valine--tRNA ligase,1,0,1,1,0,0,0
NP_418680.1 DNA polymerase III subunit chi,1,0,1,0,0,1,0
NP_418681.1 aminopeptidase A/I,1,0,1,1,1,1,0
NP_418682.1 lipopolysaccharide transport system protein LptF,1,1,1,1,1,1,1
NP_418683.4 lipopolysaccharide transport system protein LptG,1,1,1,1,1,1,1
NP_418684.1 DUF853 domain-containing protein YjgR,1,1,1,1,1,1,1
NP_418685.1 DNA-binding transcriptional dual regulator IdnR,1,0,1,0,0,0,0
NP_418686.1 L-idonate/5-ketogluconate/gluconate transporter,1,1,1,1,1,1,1
NP_418687.1 5-keto-D-gluconate 5-reductase,0,0,0,0,0,0,0
NP_418688.1 L-idonate 5-dehydrogenase,1,0,1,1,1,1,0
NP_418689.1 D-gluconate kinase thermosensitive,0,0,0,0,0,0,0
NP_418690.4 aldehyde reductase NADPH-dependent,0,0,0,1,0,0,0
NP_418692.2 KpLE2 phage-like element; IS2 insertion element repressor InsA,0,0,0,0,0,0,0
NP_418693.1 KpLE2 phage-like element; IS2 insertion element protein InsB,0,0,0,0,0,0,0
NP_418697.1 KpLE2 phage-like element; uncharacterized protein YjgZ,0,0,0,0,0,0,0
NP_418698.1 KpLE2 phage-like element; IS4 putative transposase,0,0,0,0,0,0,0
NP_418699.4 putative sialic acid transporter,1,1,1,1,1,1,1
NP_418700.2 KpLE2 phage-like element; putative oxidoreductase YjhC,1,0,0,0,0,0,0
