Sequence ID,gb,knn,log,nb,rf,svm,tree
NP_014780.3 Sia1p,1,1,0,1,1,1,1
NP_014781.1 Rup1p,1,0,1,1,1,0,1
NP_014783.4 Sfl1p,1,0,0,1,0,0,0
NP_014784.1 Arp8p,1,0,1,1,0,0,0
NP_014785.3 succinate--CoA ligase (GDP-forming) subunit alpha,1,0,1,1,1,0,0
NP_014786.1 thiamine diphosphokinase,1,0,1,1,0,1,0
NP_014787.3 Elg1p,0,1,0,1,0,0,0
NP_014788.1 Pno1p,0,0,0,0,0,0,0
NP_014790.4 Mdm32p,1,0,1,1,1,1,1
NP_014791.1 Spp2p,1,0,1,0,0,0,0
NP_014792.4 glycosylphosphatidylinositol-alpha 1 mannosyltransferase,1,1,1,1,1,1,1
NP_014793.1 mitochondrial 54S ribosomal protein YmL23,0,0,1,0,0,0,0
NP_014794.3 DNA-directed RNA polymerase II core subunit RPB2,1,1,1,1,1,0,0
NP_014795.1 Atg40p,1,1,1,1,1,1,1
NP_014796.3 ATP-binding cassette multidrug transporter PDR5,1,1,1,1,1,1,1
NP_014797.1 Slp1p,1,1,1,1,1,1,1
NP_014798.3 IMP 5'-nucleotidase,1,0,1,0,0,0,0
NP_014799.1 SUMO ligase NFI1,0,0,1,1,0,0,0
NP_014800.3 proteasome core particle subunit beta 2,1,0,1,1,1,1,1
NP_014801.1 mitochondrial 37S ribosomal protein PET123,1,1,1,0,1,1,0
NP_014802.3 mRNA splicing protein SME1,1,1,1,0,1,1,1
NP_014803.1 Mtr10p,1,1,1,1,1,1,1
NP_014804.3 Pns1p,1,1,1,1,1,1,1
NP_014805.3 Yrr1p,1,0,1,1,1,1,1
NP_014806.1 polyphosphatase DDP1,0,0,0,0,0,0,0
NP_014807.3 Get4p,0,0,0,0,1,0,1
NP_014808.1 dynamin-like GTPase SEY1,1,0,1,1,1,0,1
NP_014809.3 mRNA-processing endoribonuclease,1,0,1,0,1,1,0
NP_014810.1 ribosomal 40S subunit protein S28A,0,0,1,0,0,1,0
NP_014811.3 glutamine--tRNA ligase,0,0,1,1,0,0,0
NP_014814.1 sphinganine kinase LCB4,1,1,0,1,0,0,0
NP_014815.3 Yrm1p,1,1,1,1,1,1,1
NP_014816.2 5'-(N(7)-methyl 5'-triphosphoguanosine)-(mRNA) diphosphatase,1,0,0,0,0,0,0
NP_014817.3 Med4p,1,0,1,1,0,0,0
NP_014818.1 lysophospholipid acyltransferase,1,1,1,1,1,1,1
NP_014819.3 ferrochelatase HEM15,1,1,1,1,1,1,1
NP_014820.1 Mpc54p,0,1,1,0,0,0,0
NP_014821.3 protein phosphatase regulator GAC1,1,0,1,1,1,1,1
NP_014822.1 cleavage polyadenylation factor subunit SYC1,1,1,1,0,0,1,0
NP_014823.3 putative dodecenoyl-CoA isomerase DCI1,1,1,1,1,1,1,1
NP_014824.1 actin-binding protein LAS17,1,0,1,0,1,0,0
NP_014825.3 ribosomal 40S subunit protein S30B,0,0,0,0,0,0,0
NP_014826.1 Fyv12p,1,0,1,0,1,1,0
NP_014827.3 O-phospho-L-serine:2-oxoglutarate transaminase,1,0,1,0,0,0,0
NP_014828.1 Ran GTPase GSP2,1,0,1,0,1,1,1
NP_014829.3 uncharacterized protein YOR186W,1,1,1,1,1,1,1
NP_014830.1 translation elongation factor Tu,1,0,1,0,0,0,0
NP_014831.3 Msb1p,1,0,1,1,0,0,0
NP_014832.1 Ies4p,0,0,1,0,0,0,0
NP_014833.3 glucan 1-beta-glucosidase,1,1,1,1,1,1,1
NP_014834.1 translocase ULS1,1,0,1,1,0,0,0
NP_014835.3 thiamine transporter,1,1,1,1,1,1,1
NP_014836.3 Pex27p,1,1,1,0,1,1,1
NP_014837.1 transcription initiation factor IIA large subunit,1,0,1,0,1,0,0
NP_014838.3 Slk19p,1,0,1,0,0,0,0
NP_014839.1 putative lipoate synthase,1,0,1,0,0,1,0
NP_014840.4 Ca(2+)-dependent cysteine protease MCA1,1,0,1,1,1,0,1
NP_014841.1 Bfr1p,0,1,0,0,0,0,0
NP_014844.3 Mrm1p,1,1,1,0,1,1,0
NP_014845.1 imidazoleglycerol-phosphate dehydratase HIS3,0,0,0,0,0,0,0
NP_014847.3 DEAD-box ATP-dependent RNA helicase DED1,1,1,1,1,1,1,1
NP_014848.1 Gep3p,1,0,1,1,0,1,0
NP_014849.3 mRNA-binding ribosome synthesis protein NOC2,1,1,1,0,0,0,0
NP_014850.1 DNA-directed RNA polymerase III core subunit RET1,1,0,1,1,0,0,0
NP_014851.3 tyrosine protein phosphatase PTP2,1,0,1,1,1,1,1
NP_014852.1 nicotinate phosphoribosyltransferase,1,1,1,0,1,1,1
NP_014853.3 DNA-directed RNA polymerase core subunit RPB10,1,0,1,0,0,1,0
NP_014854.2 dynamin-related GTPase MGM1,1,1,1,1,1,0,1
NP_014855.3 G protein subunit beta,1,0,1,1,1,1,1
NP_014856.1 Sas5p,1,1,0,0,0,0,0
NP_014857.3 Spr2p,1,0,1,1,1,1,1
NP_014858.1 Aim41p,1,0,1,0,0,1,0
NP_014859.3 Rud3p,0,0,0,0,0,0,0
NP_014860.1 replication factor C subunit 1,1,0,1,1,1,0,0
NP_014862.3 Ste13p,1,0,1,1,1,1,1
NP_014863.1 Rcn2p,0,1,0,0,0,0,0
NP_014864.4 [acyl-carrier-protein] S-malonyltransferase,1,0,1,1,1,1,0
NP_014865.1 mitochondrial 2-oxodicarboxylate carrier,1,1,1,1,1,1,1
NP_014866.3 Dsc3p,1,0,1,0,1,0,1
NP_014867.1 DNA-directed RNA polymerase core subunit RPB8,1,1,1,0,1,1,1
NP_014869.3 putative iron-binding protein ISU2,1,1,0,0,0,1,0
NP_014870.1 Her1p,0,0,0,1,0,0,0
NP_014871.3 Mcp1p,1,1,1,1,1,1,1
NP_014872.1 transcriptional modulator,1,1,1,1,1,1,1
NP_014873.3 transcriptional modulator,1,0,1,1,1,1,1
NP_014874.1 mitogen-activated protein kinase kinase MKK1,1,0,1,1,1,1,0
NP_014875.3 Mge1p,0,0,0,0,1,0,1
NP_014876.1 putative serine/threonine protein kinase KIN4,0,0,0,1,0,0,0
NP_014877.3 ribosomal 60S subunit protein L33B,1,0,1,0,0,1,0
NP_014879.1 dihydrofolate reductase,1,0,1,0,0,1,0
NP_014880.3 oxysterol-binding protein related protein HES1,1,1,0,0,1,1,1
NP_014881.2 uncharacterized protein YOR238W,1,0,1,0,0,1,1
NP_014882.4 tRNA(Thr) (cytosine(32)-N(3))-methyltransferase,0,0,1,0,0,0,0
NP_014884.1 tetrahydrofolate synthase,1,0,1,1,0,1,0
NP_014885.3 Ssp2p,1,1,1,0,1,1,1
NP_014886.1 pseudouridine synthase PUS7,1,1,1,0,1,1,0
NP_014887.3 NuA4 histone acetyltransferase complex catalytic subunit ESA1,1,1,1,0,0,0,0
NP_014888.1 diacylglycerol O-acyltransferase,1,1,1,1,1,1,1
NP_014889.3 Env9p,1,1,1,1,1,1,1
NP_014890.1 Srl1p,1,1,1,1,1,1,1
NP_014892.3 anaphase promoting complex subunit 5,1,1,1,1,1,1,1
NP_014893.1 cleavage polyadenylation factor subunit CLP1,1,0,1,1,1,1,1
NP_014894.3 thiosulfate sulfurtransferase,1,0,1,0,0,1,0
NP_014895.2 Tma16p,0,0,1,0,0,0,0
NP_014896.3 peptide alpha-N-acetyltransferase subunit NAT5,0,1,0,0,0,0,0
NP_014897.1 protein-transporting protein SEC63,1,1,1,1,1,1,1
NP_014898.3 Osw1p,0,0,0,0,0,0,0
NP_014899.1 putative zinc metalloprotease,1,0,1,1,1,0,1
NP_014900.3 centrin,1,0,1,0,1,0,1
NP_014901.1 DNA 5'-adenosine monophosphate hydrolase,0,0,0,0,0,0,0
NP_014902.3 proteasome regulatory particle base subunit RPT4,1,0,1,0,0,0,0
NP_014903.1 translation initiation factor eIF2B subunit gamma,0,1,1,0,0,0,0
NP_014904.3 proteasome regulatory particle lid subunit RPN8,0,1,0,0,0,0,0
NP_014905.1 putative GTPase GPN2,1,1,1,0,1,1,0
NP_014907.3 Dse3p,1,0,1,0,0,0,0
NP_014908.1 Rbl2p,0,0,0,0,0,0,0
NP_014909.3 Pnt1p,1,0,1,1,1,1,1
NP_014910.1 putative serine/threonine protein kinase HRK1,0,1,0,1,0,0,0
NP_014911.3 uncharacterized protein YOR268C,1,1,1,1,1,1,1
NP_014912.1 Pac1p,1,0,0,1,1,1,1
NP_014913.3 H(+)-transporting V0 sector ATPase subunit a,1,1,1,1,1,1,1
NP_014914.1 Fsf1p,1,1,1,1,1,1,1
NP_014915.3 Ytm1p,1,1,1,0,1,1,0
NP_014916.1 Tpo4p,1,1,1,1,1,1,1
NP_014917.3 tRNA dimethylallyltransferase,1,1,1,0,0,0,0
NP_014918.1 Rim20p,1,1,1,1,1,1,1
NP_014919.3 Caf20p,0,0,0,0,0,0,0
NP_014921.1 uroporphyrinogen-III synthase HEM4,1,0,0,0,0,0,0
NP_014922.3 Rfm1p,0,0,1,0,0,0,0
NP_014923.1 putative serine hydrolase,1,1,1,0,0,1,1
NP_014924.3 Plp2p,0,0,0,0,0,0,0
NP_014926.1 phosphoglycerate mutase,1,0,1,0,0,0,0
NP_014927.3 Hua2p,1,1,1,1,1,1,1
NP_014928.1 thiosulfate sulfurtransferase RDL1,1,1,0,0,0,1,0
NP_014929.3 thiosulfate sulfurtransferase RDL2,1,0,1,0,0,0,0
NP_014930.1 rRNA-processing protein RRP36,0,0,1,0,0,0,0
NP_014931.3 protein disulfide isomerase MPD1,1,1,1,0,1,1,1
NP_014932.1 uncharacterized protein YOR289W,0,0,0,0,0,0,0
NP_014933.3 SWI/SNF catalytic subunit SNF2,1,0,1,1,0,0,0
NP_014934.1 putative acid anhydride hydrolase,1,1,1,1,1,1,1
NP_014935.3 uncharacterized protein YOR292C,1,1,1,1,1,1,1
NP_014936.1 ribosomal 40S subunit protein S10A,0,0,0,0,0,0,0
NP_014937.1 Rrs1p,1,0,1,0,0,0,0
NP_014938.3 Uaf30p,0,1,0,0,0,0,0
NP_014939.1 uncharacterized protein YOR296W,1,0,1,1,1,1,1
NP_014940.4 Tim18p,1,1,1,1,1,1,1
NP_014941.1 Mum3p,1,0,1,1,1,1,1
NP_014942.4 multiprotein-bridging factor 1,1,0,1,0,0,0,0
NP_014943.1 exomer complex subunit,1,0,1,1,1,1,1
NP_014945.3 Rax1p,1,1,1,1,1,1,1
NP_014946.1 uncharacterized protein YOR302W,0,0,1,0,0,1,0
NP_014947.3 carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA1,1,0,1,1,1,1,1
NP_014948.1 DNA translocase,1,0,1,1,0,0,0
NP_014949.3 Bil1p,0,0,0,0,0,0,0
NP_014950.1 Rrg7p,1,1,1,0,0,1,0
NP_014951.4 Mch5p,1,1,1,1,1,1,1
NP_014952.1 Sly41p,1,1,1,1,1,1,1
NP_014953.3 U4/U6-U5 snRNP complex subunit SNU66,0,0,1,0,0,0,0
NP_014955.1 RNA-processing protein NOP58,1,0,1,0,1,0,0
NP_014956.3 diacylglycerol kinase,1,1,1,1,1,1,1
NP_014957.2 ribosomal 60S subunit protein L20B,0,0,0,0,0,0,0
NP_014958.3 Sps4p,1,0,1,0,0,1,0
NP_014960.1 Sfg1p,1,0,1,0,0,0,0
NP_014961.3 metal cation transporter COT1,1,1,1,1,1,0,1
NP_014962.3 long-chain fatty acid-CoA ligase FAA1,1,0,1,1,1,1,1
NP_014964.1 U2 snRNP complex subunit HSH49,1,1,1,0,1,1,0
NP_014965.3 glucose N-acetyltransferase,1,0,1,1,1,1,1
NP_014966.1 dolichyl-phosphate-mannose-protein mannosyltransferase PMT3,1,1,1,1,1,1,1
NP_014967.3 Ldb19p,1,0,0,1,0,0,0
NP_014968.1 glutamate-5-semialdehyde dehydrogenase,1,0,0,0,0,0,0
NP_014969.3 Frt1p,1,0,1,1,1,1,1
NP_014971.1 myosin 2,0,1,1,1,1,0,0
NP_014972.3 SNAP receptor SNC2,1,0,1,0,1,1,1
NP_014973.1 ATP-binding cassette multidrug transporter PDR10,1,1,1,1,1,1,1
NP_014974.3 Scd5p,1,0,1,1,0,0,0
NP_014975.2 DNA-directed DNA polymerase gamma MIP1,1,0,1,1,1,0,1
NP_014977.3 H(+)-transporting V1 sector ATPase subunit E,1,1,0,0,1,0,1
NP_014979.1 Mrs2p,1,0,1,1,1,1,1
NP_014980.3 alanine--tRNA ligase,1,0,1,1,1,0,0
NP_014981.1 Kre5p,1,0,1,1,0,0,0
NP_014982.3 Tea1p,1,0,1,1,1,1,1
NP_014983.1 uncharacterized protein YOR338W,0,0,0,0,0,0,0
NP_014984.3 putative E2 ubiquitin-protein ligase UBC11,0,0,0,0,0,0,0
NP_014985.1 DNA-directed RNA polymerase I subunit RPA43,1,1,1,0,0,0,0
NP_014986.3 DNA-directed RNA polymerase I core subunit RPA190,1,0,1,1,1,0,1
NP_014987.1 uncharacterized protein YOR342C,1,0,0,0,1,1,0
NP_014989.3 Tye7p,1,0,1,0,0,0,0
NP_014991.1 deoxycytidyl transferase,1,0,1,1,1,0,0
NP_014992.3 pyruvate kinase PYK2,1,0,1,1,1,1,0
NP_014993.1 proline permease PUT4,1,1,1,1,1,1,1
NP_014994.3 Cin1p,1,1,1,1,1,1,1
NP_014995.1 Mne1p,0,0,0,1,1,1,0
NP_014996.3 serine/threonine protein kinase MEK1,0,0,0,0,0,0,0
NP_014997.1 TFIIH complex subunit TFB6,0,0,1,0,0,0,0
NP_014998.3 Sog2p,1,0,0,1,1,1,1
NP_014999.1 Msc6p,1,1,1,1,1,1,1
NP_015000.3 Gds1p,1,0,1,0,1,1,0
NP_015001.1 putative electron-transferring-flavoprotein dehydrogenase,1,0,1,1,0,0,0
NP_015002.3 Snx3p,0,0,0,0,0,0,0
NP_015003.1 Hap5p,1,0,0,0,0,0,0
NP_015004.3 Vts1p,0,0,0,1,1,0,1
NP_015005.1 3''-cyclic-nucleotide phosphodiesterase PDE2,1,0,0,1,1,0,0
NP_015006.3 translation initiation factor eIF3 core subunit b,1,0,1,1,1,1,1
NP_015007.1 proteasome core particle subunit alpha 7,1,1,1,0,0,0,0
NP_015008.3 oleate-activated transcription factor PIP2,1,1,1,1,1,1,1
NP_015010.1 putative flavin adenine dinucleotide transporter,1,1,1,1,1,1,1
NP_015012.3 Scp1p,1,1,1,0,0,1,0
NP_015013.1 Rad17p,1,0,1,0,0,0,0
NP_015014.3 ribosomal 40S subunit protein S12,1,1,1,0,1,1,0
NP_015015.1 GTPase-activating protein MRS6,1,1,1,1,1,1,1
NP_015016.3 Gpb1p,1,1,1,1,1,1,1
NP_015017.1 Ndd1p,1,1,1,1,1,1,1
NP_015018.3 Nud1p,1,0,1,1,1,0,0
NP_015019.1 aldehyde dehydrogenase (NADP(+)) ALD4,1,0,1,1,1,1,0
NP_015020.3 glutamate dehydrogenase (NADP(+)) GDH1,1,0,1,1,1,1,0
NP_015022.3 alcohol O-acetyltransferase,0,0,0,1,0,0,0
NP_015023.1 Amf1p,1,1,1,1,1,1,1
NP_015025.3 Rdr1p,1,1,0,1,0,0,1
NP_015026.1 ferric-chelate reductase,1,1,1,1,1,1,1
NP_015027.1 Fit2p,1,0,1,1,1,1,1
NP_015028.3 Fit3p,1,1,0,1,1,1,1
NP_015029.1 putative ferric-chelate reductase,1,1,1,1,1,1,1
NP_015030.3 uncharacterized protein YOR385W,1,1,1,0,0,1,0
NP_015031.1 deoxyribodipyrimidine photo-lyase PHR1,1,0,1,1,1,1,1
NP_015032.3 uncharacterized protein YOR387C,1,1,1,1,1,1,1
NP_015033.1 formate dehydrogenase (NAD+),1,0,1,0,0,0,0
NP_015034.3 uncharacterized protein YOR389W,1,0,1,1,1,1,1
NP_015035.1 fluoride transporter,1,1,1,1,1,1,1
NP_015036.3 glutathione-independent methylglyoxalase family protein,1,1,1,0,1,1,1
NP_015038.1 phosphopyruvate hydratase ERR1,1,0,1,1,1,1,0
NP_015039.3 seripauperin PAU21,1,1,1,1,1,1,1
NP_015040.1 Y' element ATP-dependent helicase protein 1 copy 7,1,0,1,1,1,1,1
NP_015041.1 seripauperin PAU22,1,1,1,1,1,1,1
NP_015042.1 phosphopyruvate hydratase ERR2,1,0,1,1,1,1,0
NP_015043.1 glutathione-independent methylglyoxalase family protein,0,0,0,0,0,0,0
NP_015044.1 fluoride transporter,1,1,1,1,1,1,1
NP_015045.1 uncharacterized protein YPL278C,0,0,0,0,0,0,0
NP_015046.1 uncharacterized protein YPL277C,1,0,1,1,1,0,0
NP_015049.1 bifunctional polyamine/amino acid permease SAM3,1,1,1,1,1,1,1
NP_015050.1 S-adenosylmethionine-homocysteine S-methyltransferase SAM4,1,0,1,1,0,1,0
NP_015051.1 Pbi1p,1,0,1,1,1,1,1
NP_015052.1 F1F0 ATP synthase subunit epsilon,1,1,0,1,1,1,1
NP_015053.2 ATP-binding cassette permease MDL2,1,1,1,1,1,1,1
NP_015054.1 Kar9p,1,1,0,1,0,1,0
NP_015055.1 phosphatidylinositol phospholipase C,1,0,0,1,1,1,1
NP_015056.1 Acm1p,0,0,1,0,0,0,0
NP_015057.1 putative dimethyladenosine transferase,0,0,0,0,0,0,0
NP_015058.1 Dip5p,1,1,1,1,1,1,1
NP_015059.1 uncharacterized protein YPL264C,1,1,1,1,1,1,1
NP_015060.1 Kel3p,1,0,1,0,0,0,0
NP_015061.1 fumarase FUM1,1,0,1,1,1,1,0
NP_015063.1 Cub1p,1,1,1,0,0,0,0
NP_015064.1 Apm1p,1,0,1,0,0,1,0
NP_015065.1 bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,1,0,1,1,0,0,0
NP_015066.1 uncharacterized protein YPL257W,1,1,1,1,1,1,1
NP_015067.1 cyclin CLN2,1,1,1,1,1,1,1
NP_015068.1 Bbp1p,0,0,1,0,0,0,0
NP_015069.1 Hfi1p,1,0,1,0,0,0,0
NP_015070.1 Vik1p,1,0,1,0,0,1,0
NP_015071.1 adrenodoxin,1,1,1,0,0,1,0
NP_015073.1 Atg41p,0,1,1,0,1,1,1
NP_015074.1 ribosomal 60S subunit protein L36B,0,0,1,0,0,0,0
NP_015075.1 GTPase-activating protein GYP5,1,0,1,1,1,0,1
NP_015076.1 galactose-responsive transcription factor GAL4,1,0,1,1,1,1,1
NP_015077.1 uncharacterized protein YPL247C,0,0,0,1,1,0,0
NP_015078.1 putative rhomboid protease RBD2,1,1,1,1,1,1,1
NP_015079.1 uncharacterized protein YPL245W,1,0,1,0,0,1,0
NP_015080.1 UDP-galactose transporter HUT1,1,1,1,1,1,1,1
NP_015081.1 signal recognition particle subunit SRP68,1,0,1,1,1,1,1
NP_015082.1 Iqg1p,1,1,1,1,1,0,1
NP_015083.1 GTPase-activating protein CIN2,0,1,0,0,0,0,0
NP_015084.1 Hsp90 family chaperone HSP82,1,0,1,0,1,0,0
NP_015085.1 Yar1p,1,0,1,0,0,0,0
NP_015087.1 translation initiation factor eIF2 subunit beta,1,0,1,0,0,0,0
NP_015088.1 putative serine/threonine protein kinase ENV7,1,0,1,1,1,1,1
NP_015089.1 RuvB family ATP-dependent DNA helicase reptin,1,0,1,0,1,1,0
NP_015090.1 H(+)-transporting V0 sector ATPase subunit c',1,1,1,1,1,1,1
NP_015091.1 MIND complex subunit NSL1,1,0,1,0,0,0,0
NP_015092.1 syntaxin,1,1,1,0,1,0,1
NP_015093.1 trifunctional fatty acid synthase subunit FAS2,1,0,1,1,1,0,0
NP_015094.1 Usv1p,0,0,0,0,0,1,0
NP_015095.1 uncharacterized protein YPL229W,0,0,0,0,0,0,0
NP_015096.1 polynucleotide 5'-phosphatase,1,0,0,0,0,0,0
NP_015097.1 dolichyl-phosphate beta-glucosyltransferase,1,0,1,1,1,1,1
NP_015098.1 New1p,1,0,1,1,1,0,0
NP_015099.1 uncharacterized protein YPL225W,0,0,0,0,0,0,0
NP_015100.2 Mmt2p,1,1,0,1,1,1,1
NP_015101.1 Gre1p,1,0,1,0,0,0,0
NP_015102.1 Fmp40p,1,0,1,1,1,1,1
NP_015103.1 flavin adenine dinucleotide transporter,1,1,1,1,1,1,1
NP_015104.1 ribosomal 60S subunit protein L1A,1,1,1,0,0,1,0
NP_015105.1 Pcl8p,1,0,1,0,1,0,0
NP_015106.1 Arf family GTPase SAR1,1,0,1,1,1,1,1
NP_015107.1 GTPase BMS1,1,0,1,1,0,0,0
NP_015108.1 uncharacterized protein YPL216W,1,0,1,1,1,0,1
NP_015109.1 Cbp3p,1,0,1,0,0,0,0
NP_015110.1 bifunctional hydroxyethylthiazole kinase/thiamine-phosphate diphosphorylase,1,0,1,1,1,1,1
NP_015111.1 U2 snRNP complex subunit LEA1,1,1,1,0,0,0,0
NP_015112.1 pseudouridine synthase PUS1,1,0,1,0,0,0,0
NP_015113.1 ribosome biosynthesis protein NIP7,0,0,0,0,0,0,0
NP_015114.2 signal recognition particle subunit SRP72,1,0,1,0,0,1,0
NP_015115.1 aurora kinase,0,0,0,0,0,0,0
NP_015116.1 protein-lysine N-methyltransferase,1,1,1,1,1,1,1
NP_015117.1 putative tRNA 4-demethylwyosine synthase,1,1,1,1,1,0,1
NP_015118.1 phosphatidylglycerol phospholipase,1,1,1,1,1,1,1
NP_015120.1 serine/threonine protein kinase HRR25,1,1,1,0,0,1,0
NP_015121.1 cAMP-dependent protein kinase catalytic subunit TPK2,1,0,1,0,1,1,1
NP_015122.1 Aft2p,1,0,0,0,0,0,0
NP_015123.1 Yig1p,1,0,1,1,1,1,1
NP_015124.1 Csm4p,1,1,1,1,1,1,1
NP_015125.1 uncharacterized protein YPL199C,1,0,1,0,0,0,0
NP_015126.1 ribosomal 60S subunit protein L7B,1,0,1,0,0,1,0
NP_015128.1 Oxr1p,1,0,1,0,0,0,0
NP_015129.1 Apl5p,1,1,1,1,1,0,1
NP_015130.1 Ddc1p,1,0,1,0,1,1,0
NP_015131.1 Rsa1p,1,0,1,0,0,0,0
NP_015132.1 pheromone-regulated protein PRM3,1,0,1,0,1,1,0
NP_015133.1 ubiquitinyl hydrolase 1,1,0,1,0,0,1,0
NP_015134.1 Nab3p,1,0,1,0,1,0,0
NP_015135.1 putative O-acyltransferase,1,1,1,1,1,1,1
NP_015136.1 NADH kinase,1,1,0,1,0,1,0
NP_015137.1 Mf(Alpha)1p,1,1,1,0,1,1,1
NP_015138.1 Uip4p,1,0,1,0,0,0,0
NP_015140.1 Mrn1p,1,0,1,1,1,1,1
NP_015141.1 putative mitochondrial 54S ribosomal protein RTC6,1,0,1,0,0,1,1
NP_015142.1 Rtt10p,1,1,0,1,1,1,1
NP_015144.1 Cti6p,0,0,1,0,0,0,0
NP_015145.1 Tco89p,1,0,0,1,0,0,0
NP_015146.1 protein-serine/threonine phosphatase,1,1,1,1,1,0,0
NP_015147.1 nuclear cap-binding protein subunit CBC2,0,0,1,0,0,0,0
NP_015148.1 Cup9p,1,1,1,0,0,1,0
NP_015149.1 Tre1p,1,1,1,1,1,1,1
NP_015150.2 phosphatidylinositol N-acetylglucosaminyltransferase SPT14,1,1,1,1,1,1,1
NP_015151.1 Nip100p,1,1,1,1,1,0,1
NP_015152.1 mitochondrial 54S ribosomal protein YmL40,1,1,1,0,0,0,0
NP_015153.1 protoheme IX farnesyltransferase,1,1,1,1,1,1,1
NP_015154.1 NADPH dehydrogenase,1,0,1,1,1,1,1
NP_015155.1 Dap1p,1,1,1,0,0,1,0
NP_015156.1 Mex67p,1,1,1,1,1,1,1
NP_015157.1 Mrx4p,1,0,1,0,1,1,1
NP_015158.1 DNA-directed DNA polymerase,1,1,1,1,1,0,1
NP_015159.1 Atg29p,0,0,0,0,0,0,0
NP_015160.1 Set6p,0,0,0,1,0,0,0
NP_015161.1 mismatch repair protein MLH3,1,0,1,1,1,1,1
NP_015162.1 Svs1p,1,0,1,1,1,1,1
NP_015163.1 uncharacterized protein YPL162C,1,1,1,1,1,1,1
NP_015164.1 Bem4p,1,0,1,1,1,1,1
NP_015165.1 leucine--tRNA ligase CDC60,1,0,1,1,1,0,1
NP_015166.1 Pet20p,0,0,0,0,0,0,0
NP_015167.1 Aim44p,0,0,1,1,0,0,0
NP_015168.1 RNA methyltransferase,1,0,1,0,0,1,0
NP_015169.1 pheromone-regulated protein PRM4,1,0,0,0,1,0,0
NP_015170.1 Kip2p,1,0,1,1,0,1,0
NP_015171.1 proteinase A,1,1,1,1,1,1,1
NP_015172.1 serine/threonine/tyrosine protein kinase RAD53,1,0,1,1,1,0,0
NP_015173.1 peptidylprolyl isomerase RRD2,0,0,0,0,0,0,0
NP_015174.1 mRNA splicing protein PRP46,1,1,0,1,0,1,0
NP_015175.1 non-specific serine/threonine protein kinase,1,0,1,1,1,1,0
NP_015176.1 Atg5p,1,0,0,1,1,0,1
NP_015177.2 holo-[acyl-carrier-protein] synthase,0,0,0,0,0,0,0
NP_015178.1 ATP-binding cassette long-chain fatty acid transporter PXA1,1,0,1,1,1,1,1
NP_015179.1 Nop53p,0,0,0,0,0,0,0
NP_015180.1 oxysterol-binding protein KES1,1,1,0,0,1,1,0
NP_015181.1 Poc4p,0,0,0,0,0,0,0
NP_015182.1 ribosomal 60S subunit protein L33A,1,0,1,0,0,1,0
NP_015184.1 protein kinase FRK1,1,0,1,1,0,0,0
NP_015185.1 putative mitogen-activated protein kinase kinase MKK2,1,0,1,1,1,1,1
NP_015186.1 Ume1p,1,0,1,1,1,1,1
NP_015187.1 Spp1p,0,0,1,0,0,0,0
NP_015188.1 protein phosphatase regulator GIP3,1,0,1,1,1,1,1
NP_015190.1 iron-binding protein ISU1,1,0,1,0,0,1,0
NP_015191.1 mitochondrial 2-oxodicarboxylate carrier,1,1,1,1,1,1,1
NP_015192.1 Rds2p,0,0,1,0,0,0,0
NP_015193.1 Cox11p,1,1,1,0,1,1,1
NP_015194.1 ribosomal 60S subunit protein L5,1,0,1,0,1,1,0
NP_015195.1 Spo19p,1,0,1,0,1,1,1
NP_015196.1 TATA-binding protein-associated factor TAF14,1,1,1,0,0,0,0
NP_015197.1 Tbf1p,1,1,1,1,1,1,1
NP_015198.1 histone H1,0,0,1,0,0,0,0
NP_015199.1 Nan1p,1,0,1,1,1,1,1
NP_015200.1 Kap120p,1,1,1,1,1,1,1
NP_015201.1 Spc29p,0,0,1,0,0,0,0
NP_015202.1 ribonuclease T2,1,1,1,1,1,1,1
NP_015203.1 TFIIH/NER complex subunit TFB2,1,1,1,1,1,1,1
NP_015204.1 Mei5p,0,1,1,0,0,0,0
NP_015205.1 beclin 1,1,1,1,0,1,1,1
NP_015206.1 putative DEAD-box ATP-dependent RNA helicase DBP1,1,1,1,1,1,1,1
NP_015207.1 mitochondrial 37S ribosomal protein MRP51,1,0,1,0,1,1,0
NP_015208.1 isopentenyl-diphosphate delta-isomerase IDI1,1,1,0,0,0,0,0
NP_015209.1 histone deacetylase,1,1,0,1,0,0,0
NP_015210.1 GTPase-activating protein BEM3,1,0,1,1,0,0,1
NP_015212.1 glyoxylate reductase,1,0,1,1,1,1,0
NP_015213.1 Pex25p,1,1,1,1,1,1,1
NP_015214.1 arginase,1,0,1,0,0,0,0
NP_015215.1 glycerophosphocholine phosphodiesterase,1,0,0,1,1,0,1
NP_015216.3 Mco76p,1,1,0,1,1,1,1
NP_015217.1 uncharacterized protein YPL108W,0,0,1,0,0,0,0
NP_015218.1 Dpc25p,0,0,1,0,0,0,0
NP_015219.1 adenyl-nucleotide exchange factor SSE1,1,0,1,0,0,0,0
NP_015220.1 Syh1p,1,0,1,1,1,0,1
NP_015221.1 aspartate--tRNA ligase MSD1,1,0,1,1,1,1,0
NP_015222.1 N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D,1,0,1,1,0,0,0
NP_015224.1 Elongator subunit ELP4,1,1,1,0,1,0,0
